"coursier-cache-java-6_2.10","46","0.003177234437316656"
"coursier-cache-java-6_2.11","18","0.0012432656949386"
"coursier-cache_2.10","6006","0.4148363173007965"
"coursier-cache_2.11","736","0.0508357509970665"
"coursier-cli-java-6_2.11","110","0.007597734685987234"
"coursier-cli_2.11","121","0.008357508108019829"
"coursier-java-6_2.10","48","0.00331537495367229"
"coursier-java-6_2.11","15","0.0010360546875745058"
"coursier-java-6_sjs0.6_2.10","11","7.597734220325947E-4"
"coursier-java-6_sjs0.6_2.11","17","0.0011741953203454614"
"coursier_2.10","6003","0.41462910175323486"
"coursier_2.11","743","0.051319241523742676"
"coursier_sjs0.6_2.10","42","0.002900953171774745"
"coursier_sjs0.6_2.11","37","0.002555601531639695"
"simple-web-server_2.10","12","8.288437384180725E-4"
"simple-web-server_2.11","15","0.0010360546875745058"
"coursier-okhttp_2.10","33","0.002279320266097784"
"coursier-okhttp_2.11","37","0.002555601531639695"
"http-server-java7_2.10","27","0.0018648984842002392"
"http-server-java7_2.11","46","0.003177234437316656"
"http-server_2.10","9","6.216328474693E-4"
"http-server_2.11","12","8.288437384180725E-4"
"coursier-cache_2.12.0-RC2","14","9.66984371189028E-4"
"coursier-okhttp_2.12.0-RC2","11","7.597734220325947E-4"
"coursier_2.12.0-RC2","14","9.66984371189028E-4"
"coursier_sjs0.6_2.12.0-RC2","12","8.288437384180725E-4"
"coursier-cache_2.12","112","0.007735874969512224"
"coursier-okhttp_2.12","29","0.002003039000555873"
"coursier_2.12","110","0.007597734685987234"
"coursier_sjs0.6_2.12","28","0.001933968742378056"
"sbt-launcher_2.10","1","6.907031638547778E-5"
"sbt-launcher_2.11","1","6.907031638547778E-5"
"sbt-launcher_2.12","2","1.3814063277095556E-4"
