"coursier-cache-java-6_2.10","14","1.4249653759179637E-5"
"coursier-cache-java-6_2.11","14","1.4249653759179637E-5"
"coursier-cache_2.10","46521","0.04735058173537254"
"coursier-cache_2.11","48814","0.049684472382068634"
"coursier-cli-java-6_2.11","30","3.0534971301676705E-5"
"coursier-cli_2.11","71025","0.0722915455698967"
"coursier-java-6_2.10","13","1.3231821867520921E-5"
"coursier-java-6_2.11","13","1.3231821867520921E-5"
"coursier-java-6_sjs0.6_2.10","14","1.4249653759179637E-5"
"coursier-java-6_sjs0.6_2.11","16","1.6285319361486472E-5"
"coursier_2.10","46525","0.04735465347766876"
"coursier_2.11","47463","0.04830938205122948"
"coursier_sjs0.6_2.10","164","1.669245248194784E-4"
"coursier_sjs0.6_2.11","175","1.7812068108469248E-4"
"simple-web-server_2.10","9","9.160491572401952E-6"
"simple-web-server_2.11","11","1.1196156265214086E-5"
"coursier-okhttp_2.10","157","1.5979968884494156E-4"
"coursier-okhttp_2.11","34296","0.03490757942199707"
"http-server-java7_2.10","24","2.4427978132735007E-5"
"http-server-java7_2.11","121","1.2315771891735494E-4"
"http-server_2.10","13","1.3231821867520921E-5"
"http-server_2.11","12","1.2213989066367503E-5"
"coursier-cache_2.12.0-RC2","7","7.124826879589818E-6"
"coursier-okhttp_2.12.0-RC2","7","7.124826879589818E-6"
"coursier_2.12.0-RC2","6","6.106994533183752E-6"
"coursier_sjs0.6_2.12.0-RC2","6","6.106994533183752E-6"
"coursier-cache_2.12","165378","0.16832709312438965"
"coursier-okhttp_2.12","9400","0.009567624889314175"
"coursier_2.12","164073","0.16699881851673126"
"coursier_sjs0.6_2.12","684","6.961973849684E-4"
"sbt-launcher_2.10","32","3.2570638722972944E-5"
"sbt-launcher_2.11","125","1.2722905375994742E-4"
"sbt-launcher_2.12","858","8.733002468943596E-4"
"coursier-extra_2.10","4748","0.004832668229937553"
"coursier-extra_2.11","33902","0.034506555646657944"
"coursier-extra_2.12","46331","0.04715719446539879"
"echo_2.10","9","9.160491572401952E-6"
"echo_2.11","9","9.160491572401952E-6"
"echo_2.12","9","9.160491572401952E-6"
"http-server_2.12","302","3.0738540226593614E-4"
"echo","701","7.135005434975028E-4"
"coursier-cli_2.12","44083","0.04486910626292229"
"echo_native0.3_2.11","12","1.2213989066367503E-5"
"coursier-fetch-js_sjs0.6_2.10","34","3.4606302506290376E-5"
"coursier-fetch-js_sjs0.6_2.11","41","4.17311312048696E-5"
"coursier-fetch-js_sjs0.6_2.12","588","5.984854651615024E-4"
"coursier-scalaz-interop_2.10","110","1.1196156992809847E-4"
"coursier-scalaz-interop_2.11","579","5.893249763175845E-4"
"coursier-scalaz-interop_2.12","80230","0.081660695374012"
"coursier-scalaz-interop_sjs0.6_2.10","28","2.8499307518359274E-5"
"coursier-scalaz-interop_sjs0.6_2.11","32","3.2570638722972944E-5"
"coursier-scalaz-interop_sjs0.6_2.12","565","5.750753334723413E-4"
"props","23","2.341014624107629E-5"
"coursier-core_2.11","7588","0.007723312359303236"
"coursier-cats-interop_2.12","700","7.124827243387699E-4"
