"coursier-cache-java-6_2.10","49","6.377965910360217E-4"
"coursier-cache-java-6_2.11","34","4.425527586136013E-4"
"coursier-cache_2.10","34068","0.4434378445148468"
"coursier-cache_2.11","2276","0.029625002294778824"
"coursier-cli-java-6_2.11","64","8.330404525622725E-4"
"coursier-cli_2.11","603","0.007848802953958511"
"coursier-java-6_2.10","114","0.001483853324316442"
"coursier-java-6_2.11","22","2.863576519303024E-4"
"coursier-java-6_sjs0.6_2.10","55","7.158941589295864E-4"
"coursier-java-6_sjs0.6_2.11","21","2.733414003159851E-4"
"coursier_2.10","34104","0.44390642642974854"
"coursier_2.11","2353","0.030627252534031868"
"coursier_sjs0.6_2.10","295","0.0038397959433496"
"coursier_sjs0.6_2.11","284","0.0036966169718652964"
"simple-web-server_2.10","14","1.822275953600183E-4"
"simple-web-server_2.11","14","1.822275953600183E-4"
"coursier-okhttp_2.10","170","0.002212763763964176"
"coursier-okhttp_2.11","236","0.0030718366615474224"
"http-server-java7_2.10","45","5.857315845787525E-4"
"http-server-java7_2.11","195","0.002538170199841261"
"http-server_2.10","8","1.0413005657028407E-4"
"http-server_2.11","8","1.0413005657028407E-4"
"coursier-cache_2.12.0-RC2","16","2.0826011314056814E-4"
"coursier-okhttp_2.12.0-RC2","7","9.111379768000916E-5"
"coursier_2.12.0-RC2","13","1.6921134374570101E-4"
"coursier_sjs0.6_2.12.0-RC2","7","9.111379768000916E-5"
"coursier-cache_2.12","602","0.007835786789655685"
"coursier-okhttp_2.12","155","0.0020175199024379253"
"coursier_2.12","606","0.007887852378189564"
"coursier_sjs0.6_2.12","163","0.0021216499153524637"
"sbt-launcher_2.10","70","9.111380204558372E-4"
"sbt-launcher_2.11","76","9.89235588349402E-4"
"sbt-launcher_2.12","80","0.0010413005948066711"
