"coursier-cache-java-6_2.10","159","0.0049871401861310005"
"coursier-cache-java-6_2.11","32","0.0010037011234089732"
"coursier-cache_2.10","13679","0.42905086278915405"
"coursier-cache_2.11","1008","0.031616587191820145"
"coursier-cli-java-6_2.11","235","0.007370930165052414"
"coursier-cli_2.11","406","0.012734457850456238"
"coursier-java-6_2.10","205","0.006429960485547781"
"coursier-java-6_2.11","17","5.332162254489958E-4"
"coursier-java-6_sjs0.6_2.10","43","0.0013487234245985746"
"coursier-java-6_sjs0.6_2.11","23","7.214102079160511E-4"
"coursier_2.10","13712","0.4300859272480011"
"coursier_2.11","1067","0.03346715867519379"
"coursier_sjs0.6_2.10","208","0.0065240575931966305"
"coursier_sjs0.6_2.11","219","0.006869079545140266"
"simple-web-server_2.10","10","3.1365660834126174E-4"
"simple-web-server_2.11","10","3.1365660834126174E-4"
"coursier-okhttp_2.10","120","0.0037638794165104628"
"coursier-okhttp_2.11","141","0.004422558005899191"
"http-server-java7_2.10","51","0.0015996487345546484"
"http-server-java7_2.11","171","0.005363528151065111"
"http-server_2.10","8","2.509252808522433E-4"
"http-server_2.11","6","1.881939679151401E-4"
"coursier-cache_2.12.0-RC2","12","3.763879358302802E-4"
"coursier-okhttp_2.12.0-RC2","12","3.763879358302802E-4"
"coursier_2.12.0-RC2","12","3.763879358302802E-4"
"coursier_sjs0.6_2.12.0-RC2","10","3.1365660834126174E-4"
"coursier-cache_2.12","88","0.0027601781766861677"
"coursier-okhttp_2.12","63","0.001976036699488759"
"coursier_2.12","93","0.002917006378993392"
"coursier_sjs0.6_2.12","62","0.001944670919328928"
