"coursier-cache-java-6_2.10","13","2.886707952711731E-4"
"coursier-cache-java-6_2.11","7","1.554381160531193E-4"
"coursier-cache_2.10","8398","0.1864813268184662"
"coursier-cache_2.11","2547","0.056557267904281616"
"coursier-cli-java-6_2.11","6","1.332326646661386E-4"
"coursier-cli_2.11","760","0.016876138746738434"
"coursier-java-6_2.10","13","2.886707952711731E-4"
"coursier-java-6_2.11","7","1.554381160531193E-4"
"coursier-java-6_sjs0.6_2.10","7","1.554381160531193E-4"
"coursier-java-6_sjs0.6_2.11","7","1.554381160531193E-4"
"coursier_2.10","8405","0.1866367608308792"
"coursier_2.11","2544","0.05649065226316452"
"coursier_sjs0.6_2.10","36","7.99396017100662E-4"
"coursier_sjs0.6_2.11","35","7.77190551161766E-4"
"simple-web-server_2.10","6","1.332326646661386E-4"
"simple-web-server_2.11","7","1.554381160531193E-4"
"coursier-okhttp_2.10","39","8.660123567096889E-4"
"coursier-okhttp_2.11","31","6.883688038215041E-4"
"http-server-java7_2.10","7","1.554381160531193E-4"
"http-server-java7_2.11","7","1.554381160531193E-4"
"http-server_2.10","7","1.554381160531193E-4"
"http-server_2.11","7","1.554381160531193E-4"
"coursier-cache_2.12.0-RC2","8","1.7764355288818479E-4"
"coursier-okhttp_2.12.0-RC2","6","1.332326646661386E-4"
"coursier_2.12.0-RC2","7","1.554381160531193E-4"
"coursier_sjs0.6_2.12.0-RC2","6","1.332326646661386E-4"
"coursier-cache_2.12","6413","0.1424035131931305"
"coursier-okhttp_2.12","32","7.105742115527391E-4"
"coursier_2.12","6420","0.1425589621067047"
"coursier_sjs0.6_2.12","32","7.105742115527391E-4"
"sbt-launcher_2.10","7","1.554381160531193E-4"
"sbt-launcher_2.11","13","2.886707952711731E-4"
"sbt-launcher_2.12","8","1.7764355288818479E-4"
"coursier-extra_2.10","4756","0.10560909658670425"
"coursier-extra_2.11","35","7.77190551161766E-4"
"coursier-extra_2.12","4006","0.08895501494407654"
"echo_2.10","5","1.1102722055511549E-4"
"echo_2.11","5","1.1102722055511549E-4"
"echo_2.12","5","1.1102722055511549E-4"
"http-server_2.12","21","4.663143481593579E-4"
"echo","306","0.006794866174459457"
"coursier-cli_2.12","22","4.885197849944234E-4"
"echo_native0.3_2.11","25","5.551361246034503E-4"
