"coursier-cache-java-6_2.10","73","0.0018035824177786708"
"coursier-cache-java-6_2.11","41","0.0010129709262400866"
"coursier-cache_2.10","17004","0.42011117935180664"
"coursier-cache_2.11","1653","0.0408400259912014"
"coursier-cli-java-6_2.11","182","0.0044966028071939945"
"coursier-cli_2.11","667","0.016479307785630226"
"coursier-java-6_2.10","96","0.002371834358200431"
"coursier-java-6_2.11","40","9.882643353193998E-4"
"coursier-java-6_sjs0.6_2.10","38","9.388511534780264E-4"
"coursier-java-6_sjs0.6_2.11","41","0.0010129709262400866"
"coursier_2.10","17008","0.42021000385284424"
"coursier_2.11","1669","0.04123533144593239"
"coursier_sjs0.6_2.10","232","0.005731933284550905"
"coursier_sjs0.6_2.11","221","0.005460160784423351"
"simple-web-server_2.10","27","6.670784205198288E-4"
"simple-web-server_2.11","29","7.164916605688632E-4"
"coursier-okhttp_2.10","175","0.0043236566707491875"
"coursier-okhttp_2.11","166","0.00410129688680172"
"http-server-java7_2.10","95","0.002347127767279744"
"http-server-java7_2.11","277","0.006843730807304382"
"http-server_2.10","16","3.953057457692921E-4"
"http-server_2.11","17","4.200123657938093E-4"
"coursier-cache_2.12.0-RC2","22","5.435454077087343E-4"
"coursier-okhttp_2.12.0-RC2","19","4.694255767390132E-4"
"coursier_2.12.0-RC2","21","5.188388167880476E-4"
"coursier_sjs0.6_2.12.0-RC2","19","4.694255767390132E-4"
"coursier-cache_2.12","231","0.0057072266936302185"
"coursier-okhttp_2.12","75","0.001852995716035366"
"coursier_2.12","232","0.005731933284550905"
"coursier_sjs0.6_2.12","78","0.0019271154887974262"
"sbt-launcher_2.10","3","7.411982369376346E-5"
"sbt-launcher_2.11","3","7.411982369376346E-5"
"sbt-launcher_2.12","5","1.2353304191492498E-4"
